id_student,gender,region,highest_education,disability,age_band
693197,M,North Western Region,A Level or Equivalent,Y,0-34
693204,M,London Region,A Level or Equivalent,N,0-34
693213,F,Scotland,HE Qualification,N,35-54
693221,M,South East Region,Lower Than A Level,N,0-34
693223,M,South Region,Lower Than A Level,N,0-34
693230,F,Ireland,Lower Than A Level,N,0-34
693235,F,South Region,A Level or Equivalent,N,35-54
693236,M,North Region,HE Qualification,N,0-34
693246,M,London Region,Lower Than A Level,N,35-54
693269,F,South Region,A Level or Equivalent,Y,0-34
693273,M,London Region,No Formal quals,N,0-34
693294,F,London Region,A Level or Equivalent,N,0-34
693297,F,London Region,Lower Than A Level,N,35-54
693302,F,North Region,HE Qualification,N,0-34
693308,F,North Western Region,Lower Than A Level,N,0-34
693310,M,Yorkshire Region,Lower Than A Level,N,0-34
693333,M,East Anglian Region,Lower Than A Level,N,35-54
693340,F,Ireland,Lower Than A Level,N,35-54
693345,F,Ireland,HE Qualification,N,0-34
693352,F,South West Region,Lower Than A Level,N,0-34
693364,F,Scotland,Lower Than A Level,N,35-54
693373,M,Ireland,A Level or Equivalent,N,0-34
693380,M,West Midlands Region,HE Qualification,N,0-34
693387,F,Scotland,A Level or Equivalent,N,35-54
693416,M,Scotland,A Level or Equivalent,N,0-34
693421,M,North Region,Lower Than A Level,Y,0-34
693441,M,North Region,Lower Than A Level,Y,0-34
693448,M,North Region,Lower Than A Level,N,35-54
693452,M,North Region,A Level or Equivalent,N,0-34
693456,M,London Region,Lower Than A Level,N,0-34
693468,M,South East Region,A Level or Equivalent,Y,0-34
693478,M,East Anglian Region,A Level or Equivalent,N,0-34
693488,M,South Region,Lower Than A Level,N,0-34
693497,M,South Region,HE Qualification,N,0-34
693501,M,North Region,HE Qualification,N,35-54
693514,F,South West Region,Lower Than A Level,N,0-34
693519,M,North Region,HE Qualification,N,0-34
693565,M,Scotland,Lower Than A Level,N,0-34
693569,M,North Region,HE Qualification,N,0-34
693573,M,Yorkshire Region,Lower Than A Level,N,0-34
693606,M,North Region,Lower Than A Level,N,0-34
693615,M,London Region,Lower Than A Level,N,35-54
693616,F,East Midlands Region,Lower Than A Level,N,0-34
693620,F,East Anglian Region,A Level or Equivalent,N,0-34
693628,M,East Anglian Region,A Level or Equivalent,N,35-54
693629,M,London Region,A Level or Equivalent,N,0-34
693635,M,South Region,A Level or Equivalent,N,0-34
693640,M,Scotland,A Level or Equivalent,N,0-34
693643,F,London Region,No Formal quals,N,0-34
693682,F,East Anglian Region,Lower Than A Level,N,0-34
693692,F,North Region,A Level or Equivalent,N,0-34
693709,F,West Midlands Region,Lower Than A Level,N,0-34
693744,F,London Region,No Formal quals,N,0-34
693747,M,Scotland,Lower Than A Level,N,35-54
693752,F,Ireland,Lower Than A Level,N,0-34
693763,F,East Anglian Region,Lower Than A Level,Y,0-34
693764,M,North Region,Lower Than A Level,N,35-54
693788,F,Scotland,HE Qualification,N,35-54
693793,F,East Anglian Region,Lower Than A Level,N,0-34
693806,F,London Region,Lower Than A Level,N,0-34
693812,M,Yorkshire Region,No Formal quals,N,0-34
693836,M,North Western Region,Lower Than A Level,N,0-34
693843,F,South Region,Lower Than A Level,N,0-34
693863,F,East Anglian Region,HE Qualification,N,0-34
693871,F,Scotland,Lower Than A Level,N,0-34
693873,M,South West Region,HE Qualification,N,0-34
693899,F,North Western Region,Lower Than A Level,N,35-54
693902,M,London Region,HE Qualification,N,0-34
693903,M,South East Region,A Level or Equivalent,N,0-34
693906,M,Scotland,A Level or Equivalent,N,35-54
693907,F,North Western Region,Lower Than A Level,N,35-54
693910,M,London Region,A Level or Equivalent,N,0-34
693926,F,North Western Region,Lower Than A Level,N,0-34
693934,F,Scotland,Lower Than A Level,N,0-34
693938,M,West Midlands Region,Lower Than A Level,Y,0-34
693959,M,South West Region,A Level or Equivalent,N,35-54
693983,F,West Midlands Region,Lower Than A Level,N,0-34
693998,M,North Region,Lower Than A Level,N,0-34
694001,F,West Midlands Region,A Level or Equivalent,N,0-34
694003,F,North Western Region,Lower Than A Level,N,0-34
694006,M,South Region,A Level or Equivalent,N,0-34
694009,F,North Western Region,Lower Than A Level,Y,0-34
694010,F,North Region,HE Qualification,N,0-34
694019,M,Wales,A Level or Equivalent,N,0-34
694059,F,Scotland,HE Qualification,N,35-54
694070,F,South West Region,Lower Than A Level,N,35-54
694078,F,East Anglian Region,Lower Than A Level,N,0-34
694081,M,London Region,HE Qualification,N,0-34
694082,F,East Midlands Region,A Level or Equivalent,N,0-34
694103,M,Scotland,A Level or Equivalent,N,0-34
694106,M,London Region,Lower Than A Level,N,0-34
694128,M,North Region,Lower Than A Level,N,0-34
694132,M,North Western Region,HE Qualification,N,35-54
694144,M,North Region,A Level or Equivalent,N,35-54
694147,M,London Region,A Level or Equivalent,N,0-34
694150,M,South East Region,A Level or Equivalent,N,0-34
694152,M,North Region,HE Qualification,N,0-34
694155,F,Wales,A Level or Equivalent,N,0-34
694190,M,Wales,A Level or Equivalent,Y,0-34
694212,F,London Region,HE Qualification,N,35-54
694218,M,East Midlands Region,A Level or Equivalent,N,0-34
694221,M,Scotland,Lower Than A Level,N,0-34
694222,F,South East Region,Lower Than A Level,N,0-34
694225,M,Wales,A Level or Equivalent,N,0-34
694246,M,East Midlands Region,A Level or Equivalent,N,0-34
694272,M,East Midlands Region,Lower Than A Level,N,0-34
694284,F,West Midlands Region,Lower Than A Level,Y,0-34
694292,M,Yorkshire Region,Lower Than A Level,N,35-54
694304,M,East Midlands Region,Lower Than A Level,N,0-34
694329,F,Ireland,HE Qualification,N,0-34
694338,F,South Region,HE Qualification,N,35-54
694339,F,Ireland,A Level or Equivalent,N,35-54
694341,F,Ireland,Lower Than A Level,N,35-54
694342,F,South Region,HE Qualification,N,35-54
694349,F,Scotland,A Level or Equivalent,N,0-34
694359,F,East Midlands Region,Lower Than A Level,N,0-34
694361,M,Scotland,A Level or Equivalent,N,0-34
694362,F,Scotland,A Level or Equivalent,N,0-34
694376,M,South West Region,A Level or Equivalent,N,0-34
694380,F,Ireland,HE Qualification,N,0-34
694384,F,South West Region,A Level or Equivalent,N,0-34
694404,F,East Anglian Region,Lower Than A Level,N,0-34
694415,F,West Midlands Region,A Level or Equivalent,N,0-34
694416,M,Wales,Lower Than A Level,Y,0-34
694428,M,South East Region,A Level or Equivalent,N,0-34
694448,F,East Midlands Region,A Level or Equivalent,N,0-34
694456,M,South Region,HE Qualification,N,0-34
694457,F,Scotland,A Level or Equivalent,N,0-34
694458,F,London Region,A Level or Equivalent,N,0-34
694464,M,West Midlands Region,Lower Than A Level,Y,0-34
694470,F,South East Region,Lower Than A Level,Y,0-34
694472,F,London Region,A Level or Equivalent,N,0-34
694473,F,Ireland,Lower Than A Level,N,35-54
694476,M,Ireland,A Level or Equivalent,N,0-34
694490,F,Ireland,A Level or Equivalent,N,35-54
694510,M,Yorkshire Region,A Level or Equivalent,N,0-34
694523,M,Scotland,HE Qualification,N,0-34
694526,F,Ireland,Lower Than A Level,N,0-34
694536,M,South East Region,A Level or Equivalent,N,0-34
694548,M,North Region,A Level or Equivalent,N,0-34
694554,F,East Anglian Region,A Level or Equivalent,Y,0-34
694561,F,East Midlands Region,A Level or Equivalent,N,0-34
694563,M,North Western Region,A Level or Equivalent,N,0-34
694571,M,Ireland,A Level or Equivalent,N,0-34
694576,F,East Anglian Region,A Level or Equivalent,N,35-54
694579,M,West Midlands Region,A Level or Equivalent,N,0-34
694589,M,Scotland,HE Qualification,N,0-34
694616,F,South Region,Lower Than A Level,N,0-34
694622,M,South East Region,A Level or Equivalent,Y,0-34
694634,M,East Anglian Region,A Level or Equivalent,Y,0-34
694658,F,London Region,Lower Than A Level,N,35-54
694669,M,London Region,A Level or Equivalent,Y,0-34
694673,F,East Midlands Region,A Level or Equivalent,N,0-34
694677,M,London Region,A Level or Equivalent,N,0-34
694680,M,South Region,HE Qualification,N,35-54
694682,F,East Midlands Region,Lower Than A Level,Y,35-54
694684,M,North Region,HE Qualification,N,0-34
694698,M,North Region,HE Qualification,N,35-54
694705,M,South Region,Lower Than A Level,Y,0-34
694706,F,North Region,A Level or Equivalent,N,0-34
694715,M,East Midlands Region,A Level or Equivalent,N,0-34
694716,M,Ireland,HE Qualification,N,0-34
694723,F,London Region,A Level or Equivalent,N,35-54
694726,M,Scotland,A Level or Equivalent,N,0-34
694729,F,South East Region,A Level or Equivalent,N,35-54
694735,F,Wales,HE Qualification,N,0-34
694753,M,South West Region,A Level or Equivalent,N,0-34
694779,M,South Region,A Level or Equivalent,N,0-34
694782,F,Yorkshire Region,Lower Than A Level,N,35-54
694792,F,East Anglian Region,Lower Than A Level,N,0-34
694802,M,London Region,Lower Than A Level,N,0-34
694807,M,South Region,HE Qualification,N,0-34
694823,M,Scotland,HE Qualification,N,0-34
694827,M,North Region,HE Qualification,N,0-34
694836,F,East Midlands Region,A Level or Equivalent,N,0-34
694848,M,East Midlands Region,A Level or Equivalent,N,35-54
694854,M,Scotland,A Level or Equivalent,N,0-34
694857,F,South Region,Lower Than A Level,N,0-34
694860,M,Ireland,Post Graduate Qualification,N,0-34
694871,M,North Region,Lower Than A Level,N,35-54
694872,M,East Midlands Region,A Level or Equivalent,N,35-54
694914,M,London Region,HE Qualification,N,35-54
694951,M,Yorkshire Region,A Level or Equivalent,N,0-34
694974,F,West Midlands Region,Lower Than A Level,N,0-34
694976,F,East Anglian Region,A Level or Equivalent,N,0-34
694981,M,Ireland,A Level or Equivalent,N,0-34
694983,F,West Midlands Region,Lower Than A Level,N,35-54
695001,M,Ireland,Lower Than A Level,N,0-34
695014,F,Ireland,Lower Than A Level,N,0-34
695015,F,Ireland,A Level or Equivalent,N,0-34
695021,F,Ireland,A Level or Equivalent,N,0-34
695027,F,Ireland,A Level or Equivalent,N,35-54
695031,F,Ireland,HE Qualification,N,0-34
695035,M,Ireland,A Level or Equivalent,N,0-34
695044,F,Ireland,A Level or Equivalent,N,0-34
695047,F,Ireland,Lower Than A Level,N,35-54
695049,M,Ireland,Lower Than A Level,Y,0-34
695051,F,Ireland,A Level or Equivalent,N,0-34
695054,F,Ireland,A Level or Equivalent,N,0-34
695070,F,Ireland,Lower Than A Level,N,0-34
695075,F,Ireland,A Level or Equivalent,N,0-34
695084,F,Ireland,A Level or Equivalent,N,0-34
695090,M,West Midlands Region,Lower Than A Level,N,0-34
695094,M,South Region,A Level or Equivalent,N,0-34
695122,M,East Anglian Region,A Level or Equivalent,N,0-34
695125,F,Ireland,Lower Than A Level,N,35-54
695143,F,South West Region,Lower Than A Level,Y,35-54
695144,F,Ireland,A Level or Equivalent,N,0-34
695148,F,Ireland,Lower Than A Level,N,0-34
695169,M,West Midlands Region,A Level or Equivalent,N,0-34
695183,M,London Region,HE Qualification,N,35-54
695186,F,Wales,A Level or Equivalent,N,0-34
695201,M,London Region,A Level or Equivalent,N,0-34
695205,M,Ireland,A Level or Equivalent,N,0-34
695220,M,North Region,Lower Than A Level,Y,35-54
695232,M,London Region,A Level or Equivalent,N,35-54
695235,F,Ireland,Lower Than A Level,N,0-34
695247,F,Ireland,A Level or Equivalent,N,35-54
695250,M,North Region,A Level or Equivalent,N,35-54
695251,M,Ireland,HE Qualification,N,0-34
695256,F,Ireland,Lower Than A Level,N,0-34
695259,M,Ireland,A Level or Equivalent,N,0-34
695270,M,South West Region,A Level or Equivalent,N,0-34
695278,F,Ireland,Lower Than A Level,N,35-54
695298,M,London Region,Lower Than A Level,N,35-54
695340,F,East Midlands Region,A Level or Equivalent,N,35-54
695354,F,East Midlands Region,A Level or Equivalent,Y,0-34
695356,F,South Region,Lower Than A Level,Y,0-34
695369,F,North Western Region,Lower Than A Level,N,0-34
695380,M,North Western Region,Lower Than A Level,N,35-54
695405,F,South East Region,Lower Than A Level,Y,35-54
695411,F,South Region,Lower Than A Level,N,0-34
695416,M,South East Region,Lower Than A Level,N,0-34
695432,M,South Region,A Level or Equivalent,N,0-34
695434,F,East Midlands Region,HE Qualification,N,0-34
695435,M,East Midlands Region,A Level or Equivalent,N,35-54
695449,M,North Region,HE Qualification,N,35-54
695461,M,Ireland,Lower Than A Level,N,0-34
695471,M,South Region,Lower Than A Level,N,0-34
695473,F,North Region,Lower Than A Level,N,0-34
695475,F,Ireland,A Level or Equivalent,N,35-54
695484,M,Ireland,A Level or Equivalent,N,0-34
695485,M,South Region,Lower Than A Level,Y,35-54
695503,F,East Midlands Region,A Level or Equivalent,N,0-34
695509,M,Wales,HE Qualification,N,35-54
695510,F,Ireland,A Level or Equivalent,N,35-54
695516,F,East Anglian Region,Lower Than A Level,N,0-34
695518,M,London Region,A Level or Equivalent,N,0-34
695528,F,Ireland,A Level or Equivalent,N,0-34
695535,F,Ireland,Lower Than A Level,N,35-54
695550,M,London Region,A Level or Equivalent,N,0-34
695574,F,Yorkshire Region,Lower Than A Level,Y,0-34
695584,M,London Region,Lower Than A Level,N,35-54
695611,M,North Western Region,A Level or Equivalent,N,0-34
695613,F,Yorkshire Region,A Level or Equivalent,N,0-34
695631,M,North Western Region,A Level or Equivalent,Y,35-54
695637,M,North Region,A Level or Equivalent,N,35-54
695638,M,Scotland,A Level or Equivalent,N,0-34
695643,F,West Midlands Region,A Level or Equivalent,Y,0-34
695644,M,Ireland,HE Qualification,N,35-54
695651,M,Ireland,Lower Than A Level,N,0-34
695653,M,South East Region,A Level or Equivalent,N,0-34
695654,F,South Region,A Level or Equivalent,N,0-34
695655,M,West Midlands Region,A Level or Equivalent,N,35-54
695668,M,Scotland,HE Qualification,N,0-34
695673,M,North Region,A Level or Equivalent,N,0-34
695676,M,London Region,Lower Than A Level,N,0-34
695695,F,North Western Region,HE Qualification,N,35-54
695700,M,South West Region,A Level or Equivalent,N,0-34
695729,M,London Region,Lower Than A Level,N,35-54
695732,F,North Region,Post Graduate Qualification,N,35-54
695735,M,East Anglian Region,HE Qualification,N,0-34
695739,F,North Region,Lower Than A Level,N,0-34
695748,M,London Region,A Level or Equivalent,N,0-34
695759,M,East Midlands Region,A Level or Equivalent,N,0-34
695760,M,East Midlands Region,A Level or Equivalent,N,0-34
695764,M,London Region,No Formal quals,N,0-34
695794,M,West Midlands Region,Lower Than A Level,N,0-34
695799,F,South Region,HE Qualification,N,0-34
695803,M,South Region,HE Qualification,N,35-54
695825,M,North Region,Lower Than A Level,N,0-34
695855,M,Yorkshire Region,Lower Than A Level,N,0-34
695869,M,South Region,A Level or Equivalent,N,35-54
695874,M,Ireland,HE Qualification,N,35-54
695877,F,Scotland,Lower Than A Level,Y,0-34
695879,F,East Anglian Region,A Level or Equivalent,N,0-34
695913,F,South Region,Lower Than A Level,N,0-34
695915,M,East Midlands Region,A Level or Equivalent,N,0-34
695916,M,Ireland,A Level or Equivalent,N,0-34
695919,M,Scotland,A Level or Equivalent,N,0-34
695921,M,Scotland,Lower Than A Level,N,55<=
695926,M,South West Region,Lower Than A Level,N,0-34
695932,M,Ireland,Lower Than A Level,N,0-34
695941,F,London Region,No Formal quals,N,0-34
695944,M,Scotland,A Level or Equivalent,N,0-34
695946,M,Ireland,HE Qualification,N,0-34
695951,F,Wales,Lower Than A Level,Y,0-34
695956,F,Wales,HE Qualification,N,35-54
695964,M,East Anglian Region,Lower Than A Level,N,0-34
695972,F,Ireland,A Level or Equivalent,N,35-54
695976,F,North Region,Lower Than A Level,N,0-34
695981,F,East Midlands Region,Lower Than A Level,N,0-34
695982,F,East Midlands Region,Lower Than A Level,N,35-54
696007,F,East Anglian Region,A Level or Equivalent,N,0-34
696019,M,London Region,A Level or Equivalent,N,0-34
696039,M,North Western Region,A Level or Equivalent,N,0-34
696043,F,South East Region,Lower Than A Level,Y,0-34
696044,M,South East Region,A Level or Equivalent,N,35-54
696071,F,South West Region,Lower Than A Level,Y,0-34
696072,M,Wales,A Level or Equivalent,N,0-34
696073,F,Ireland,Lower Than A Level,N,0-34
696082,M,South Region,A Level or Equivalent,N,0-34
696091,M,East Midlands Region,Lower Than A Level,N,35-54
696128,F,East Midlands Region,A Level or Equivalent,N,0-34
696132,M,East Anglian Region,Lower Than A Level,N,0-34
696152,F,London Region,Lower Than A Level,N,35-54
696157,F,Wales,Lower Than A Level,N,0-34
696188,M,North Region,Lower Than A Level,N,0-34
696192,M,East Midlands Region,A Level or Equivalent,N,0-34
696203,M,Ireland,Lower Than A Level,N,35-54
696234,M,Wales,HE Qualification,N,0-34
696253,M,South West Region,Lower Than A Level,Y,0-34
696265,M,Yorkshire Region,A Level or Equivalent,N,0-34
696271,M,Wales,HE Qualification,N,0-34
696275,M,Ireland,Lower Than A Level,N,35-54
696276,M,Ireland,HE Qualification,N,0-34
696301,F,South West Region,A Level or Equivalent,N,35-54
696316,F,North Region,A Level or Equivalent,N,0-34
696318,M,South Region,A Level or Equivalent,N,0-34
696324,M,Scotland,HE Qualification,N,35-54
696325,M,Ireland,A Level or Equivalent,N,35-54
696329,M,Ireland,A Level or Equivalent,N,0-34
696347,F,South East Region,Lower Than A Level,N,0-34
696348,F,South West Region,Lower Than A Level,Y,35-54
696357,M,East Anglian Region,A Level or Equivalent,Y,0-34
696361,M,Wales,HE Qualification,N,35-54
696364,M,Ireland,A Level or Equivalent,N,0-34
696410,M,London Region,Lower Than A Level,N,35-54
696415,F,North Region,Lower Than A Level,N,0-34
696430,F,London Region,A Level or Equivalent,N,0-34
696440,F,Ireland,A Level or Equivalent,N,0-34
696456,M,Scotland,A Level or Equivalent,N,0-34
696464,M,South East Region,Lower Than A Level,N,0-34
696469,M,Ireland,HE Qualification,N,35-54
696481,F,West Midlands Region,A Level or Equivalent,N,35-54
696485,M,Scotland,Lower Than A Level,N,0-34
696501,M,North Region,A Level or Equivalent,Y,0-34
696514,F,South West Region,Lower Than A Level,N,35-54
696515,F,London Region,Lower Than A Level,N,0-34
696527,M,Wales,Lower Than A Level,Y,0-34
696546,M,South West Region,Lower Than A Level,N,0-34
696569,F,Ireland,Lower Than A Level,N,0-34
696577,M,Wales,HE Qualification,N,0-34
696578,M,South Region,HE Qualification,N,0-34
696583,M,South East Region,A Level or Equivalent,Y,0-34
696595,M,East Anglian Region,Lower Than A Level,N,0-34
696615,M,South Region,A Level or Equivalent,N,0-34
696616,F,South East Region,HE Qualification,N,35-54
696634,F,South Region,A Level or Equivalent,Y,0-34
696653,M,London Region,A Level or Equivalent,N,0-34
696659,F,North Western Region,A Level or Equivalent,N,0-34
696662,F,South West Region,A Level or Equivalent,N,0-34
696664,F,South Region,HE Qualification,N,35-54
696666,M,North Western Region,A Level or Equivalent,N,0-34
696671,F,London Region,A Level or Equivalent,N,0-34
696672,M,South East Region,A Level or Equivalent,N,0-34
696674,M,London Region,A Level or Equivalent,N,0-34
696678,F,North Western Region,A Level or Equivalent,N,0-34
696684,F,North Western Region,Lower Than A Level,N,0-34
696692,F,Wales,A Level or Equivalent,N,35-54
696696,F,South West Region,A Level or Equivalent,N,0-34
696706,F,Wales,HE Qualification,N,0-34
696708,M,Wales,Lower Than A Level,N,0-34
696710,F,Wales,A Level or Equivalent,N,0-34
696711,F,Wales,A Level or Equivalent,N,0-34
696712,F,Wales,HE Qualification,N,35-54
696713,F,Wales,A Level or Equivalent,N,0-34
696716,M,East Anglian Region,Lower Than A Level,N,35-54
696724,F,North Western Region,Lower Than A Level,N,0-34
696729,M,North Western Region,A Level or Equivalent,N,0-34
696789,M,Wales,HE Qualification,N,35-54
696796,M,North Region,A Level or Equivalent,N,0-34
696799,F,London Region,HE Qualification,N,0-34
696803,F,South West Region,HE Qualification,N,35-54
696804,F,Wales,A Level or Equivalent,N,0-34
696807,F,North Western Region,A Level or Equivalent,N,0-34
696826,M,South Region,Lower Than A Level,Y,0-34
696833,M,Scotland,A Level or Equivalent,Y,35-54
696844,F,East Anglian Region,HE Qualification,N,0-34
696848,M,North Region,Post Graduate Qualification,N,0-34
696850,F,Wales,HE Qualification,N,0-34
696869,F,Ireland,Post Graduate Qualification,N,0-34
696876,F,Wales,A Level or Equivalent,N,35-54
696890,F,Scotland,A Level or Equivalent,N,35-54
696930,M,London Region,A Level or Equivalent,N,0-34
696937,M,South West Region,Lower Than A Level,N,0-34
696943,F,North Western Region,A Level or Equivalent,Y,0-34
696981,F,North Region,Lower Than A Level,N,0-34
696985,M,South West Region,Lower Than A Level,N,35-54
697027,M,South West Region,Lower Than A Level,N,0-34
697041,M,Scotland,A Level or Equivalent,N,0-34
697042,M,North Western Region,Lower Than A Level,N,0-34
697045,M,South Region,A Level or Equivalent,N,0-34
697065,F,South East Region,Lower Than A Level,Y,0-34
697101,M,South Region,A Level or Equivalent,N,35-54
697113,M,West Midlands Region,Lower Than A Level,N,35-54
697114,M,West Midlands Region,A Level or Equivalent,N,0-34
697119,F,South Region,A Level or Equivalent,N,0-34
697120,M,West Midlands Region,HE Qualification,N,0-34
697136,F,South East Region,Lower Than A Level,N,0-34
697148,F,Wales,A Level or Equivalent,N,35-54
697160,M,South Region,Lower Than A Level,N,0-34
697192,M,Yorkshire Region,Lower Than A Level,N,0-34
697204,M,Yorkshire Region,Lower Than A Level,Y,0-34
697215,M,Yorkshire Region,Lower Than A Level,N,0-34
697253,M,Scotland,HE Qualification,N,0-34
697255,M,Scotland,Lower Than A Level,N,35-54
697257,M,North Western Region,A Level or Equivalent,N,35-54
697283,F,London Region,A Level or Equivalent,N,0-34
697298,F,Yorkshire Region,A Level or Equivalent,N,0-34
697299,M,East Anglian Region,A Level or Equivalent,N,0-34
697314,F,South Region,Lower Than A Level,Y,35-54
697319,F,East Anglian Region,Lower Than A Level,N,35-54
697325,F,East Anglian Region,Lower Than A Level,Y,0-34
697328,F,Ireland,A Level or Equivalent,N,0-34
697337,F,East Anglian Region,No Formal quals,N,0-34
697345,F,North Region,A Level or Equivalent,N,0-34
697352,M,Wales,A Level or Equivalent,N,0-34
697364,F,Ireland,Lower Than A Level,N,0-34
697390,M,South East Region,Lower Than A Level,N,0-34
697417,M,West Midlands Region,Lower Than A Level,N,0-34
697428,M,East Midlands Region,Lower Than A Level,N,35-54
697433,M,North Western Region,Lower Than A Level,N,0-34
697438,M,North Western Region,Lower Than A Level,Y,0-34
697456,M,North Western Region,Lower Than A Level,N,0-34
697460,M,Scotland,HE Qualification,N,0-34
697461,M,North Western Region,HE Qualification,N,35-54
697474,F,South Region,A Level or Equivalent,N,0-34
697478,M,West Midlands Region,Lower Than A Level,Y,0-34
697482,M,South East Region,A Level or Equivalent,N,0-34
697490,M,South West Region,A Level or Equivalent,N,35-54
697492,F,East Midlands Region,Lower Than A Level,N,0-34
697511,F,South West Region,A Level or Equivalent,N,0-34
697514,F,East Anglian Region,Lower Than A Level,N,0-34
697525,M,South Region,Lower Than A Level,N,35-54
697529,M,North Region,A Level or Equivalent,N,0-34
697542,F,North Western Region,Lower Than A Level,N,0-34
697554,M,London Region,A Level or Equivalent,N,0-34
697561,F,East Anglian Region,Lower Than A Level,N,0-34
697562,F,North Region,Lower Than A Level,N,0-34
697567,M,South East Region,A Level or Equivalent,N,0-34
697574,M,South Region,A Level or Equivalent,N,35-54
697578,F,West Midlands Region,A Level or Equivalent,N,0-34
697581,M,South West Region,Lower Than A Level,N,0-34
697649,F,North Western Region,Lower Than A Level,N,35-54
697653,F,Scotland,A Level or Equivalent,N,0-34
697658,M,West Midlands Region,A Level or Equivalent,N,35-54
697665,M,North Western Region,Lower Than A Level,N,0-34
697674,M,North Region,A Level or Equivalent,N,35-54
697705,M,Scotland,A Level or Equivalent,N,0-34
697730,M,South Region,HE Qualification,N,0-34
697754,F,South West Region,A Level or Equivalent,N,35-54
697781,M,Scotland,HE Qualification,N,0-34
697841,M,North Region,Lower Than A Level,N,0-34
697857,F,South West Region,Lower Than A Level,N,0-34
697868,F,London Region,A Level or Equivalent,N,0-34
697878,M,South Region,Lower Than A Level,N,0-34
697893,F,East Anglian Region,Lower Than A Level,N,0-34
697909,F,South Region,Lower Than A Level,N,0-34
697912,M,North Western Region,Lower Than A Level,N,35-54
697948,F,Yorkshire Region,A Level or Equivalent,Y,0-34
697959,F,Wales,A Level or Equivalent,N,0-34
697960,F,Wales,Lower Than A Level,N,0-34
697964,F,Wales,A Level or Equivalent,N,0-34
697998,M,East Anglian Region,Lower Than A Level,N,35-54
698002,M,South East Region,HE Qualification,N,55<=
698007,M,East Anglian Region,A Level or Equivalent,N,0-34
698010,F,Yorkshire Region,Lower Than A Level,N,0-34
698011,F,West Midlands Region,HE Qualification,N,0-34
698015,M,Yorkshire Region,A Level or Equivalent,N,0-34
698016,M,Ireland,A Level or Equivalent,N,0-34
698019,F,Wales,Lower Than A Level,N,0-34
698020,F,London Region,Lower Than A Level,N,0-34
698024,M,Scotland,A Level or Equivalent,Y,0-34
698025,F,North Region,Lower Than A Level,N,0-34
698065,F,South East Region,Lower Than A Level,N,0-34
698092,M,London Region,A Level or Equivalent,N,0-34
698112,M,South West Region,A Level or Equivalent,N,0-34
698157,M,North Western Region,A Level or Equivalent,Y,0-34
698163,F,North Western Region,A Level or Equivalent,N,0-34
698170,F,South Region,HE Qualification,N,35-54
698180,F,East Midlands Region,A Level or Equivalent,N,0-34
698193,M,North Western Region,Lower Than A Level,N,0-34
698198,F,Wales,Lower Than A Level,N,35-54
698199,F,Wales,A Level or Equivalent,N,0-34
698200,F,Wales,Lower Than A Level,N,35-54
698201,F,Wales,Lower Than A Level,N,35-54
698203,F,Wales,HE Qualification,N,0-34
698204,F,Wales,Lower Than A Level,N,35-54
698205,F,Wales,Lower Than A Level,N,35-54
698206,F,Wales,Lower Than A Level,N,35-54
698207,F,Wales,HE Qualification,N,0-34
698208,F,Wales,A Level or Equivalent,N,35-54
698233,M,South West Region,Lower Than A Level,N,0-34
698237,F,North Western Region,HE Qualification,N,0-34
698252,M,Yorkshire Region,HE Qualification,N,0-34
698256,F,West Midlands Region,Lower Than A Level,N,0-34
698278,F,East Midlands Region,A Level or Equivalent,N,0-34
698299,M,London Region,HE Qualification,N,35-54
698300,M,Ireland,A Level or Equivalent,N,0-34
698345,F,North Region,Lower Than A Level,N,35-54
698347,F,Scotland,A Level or Equivalent,N,0-34
698351,M,Wales,HE Qualification,N,0-34
698352,F,Yorkshire Region,A Level or Equivalent,N,0-34
698355,M,North Region,Lower Than A Level,N,0-34
698357,F,South Region,A Level or Equivalent,N,0-34
698359,F,Ireland,HE Qualification,N,0-34
698362,F,North Region,HE Qualification,N,0-34
698369,F,Yorkshire Region,A Level or Equivalent,N,0-34
698384,M,Scotland,Lower Than A Level,N,0-34
698399,M,North Western Region,A Level or Equivalent,N,0-34
698407,M,West Midlands Region,A Level or Equivalent,N,0-34
698413,M,Scotland,HE Qualification,N,35-54
698417,M,Scotland,HE Qualification,N,35-54
698420,F,East Midlands Region,HE Qualification,N,35-54
698432,F,South East Region,Lower Than A Level,N,0-34
698460,F,East Midlands Region,HE Qualification,N,35-54
698463,F,East Midlands Region,HE Qualification,N,0-34
698471,F,South Region,HE Qualification,N,0-34
698485,M,South Region,A Level or Equivalent,Y,0-34
698490,F,South Region,A Level or Equivalent,N,0-34
698494,F,North Region,A Level or Equivalent,N,0-34
698498,F,East Midlands Region,A Level or Equivalent,N,0-34
698507,F,Wales,HE Qualification,N,0-34
698509,F,Wales,HE Qualification,N,35-54
698548,M,South East Region,HE Qualification,N,35-54
698586,F,Yorkshire Region,Lower Than A Level,Y,0-34
698598,F,Scotland,HE Qualification,N,0-34
698656,F,North Western Region,A Level or Equivalent,N,0-34
698717,M,Scotland,A Level or Equivalent,Y,0-34
698762,F,London Region,A Level or Equivalent,N,35-54
699007,F,London Region,A Level or Equivalent,N,0-34
699038,M,Scotland,A Level or Equivalent,N,0-34
699049,M,Scotland,A Level or Equivalent,N,0-34
699050,M,Scotland,A Level or Equivalent,N,0-34
699126,M,South Region,Lower Than A Level,N,0-34
