id_site,code_module,code_presentation,activity_type,week_from,week_to
814053,DDD,2014J,resource,,
814054,DDD,2014J,resource,,
814055,DDD,2014J,resource,,
814056,DDD,2014J,resource,,
814058,DDD,2014J,resource,,
814059,DDD,2014J,resource,,
814060,DDD,2014J,resource,,
814061,DDD,2014J,resource,,
814062,DDD,2014J,resource,,
814064,DDD,2014J,resource,,
814065,DDD,2014J,resource,,
814066,DDD,2014J,resource,,
814067,DDD,2014J,resource,,
814069,DDD,2014J,resource,,
814070,DDD,2014J,resource,,
814071,DDD,2014J,resource,,
814072,DDD,2014J,resource,,
814073,DDD,2014J,resource,,
814074,DDD,2014J,resource,,
814075,DDD,2014J,resource,,
814076,DDD,2014J,resource,,
814077,DDD,2014J,resource,,
814078,DDD,2014J,resource,,
814079,DDD,2014J,resource,,
814080,DDD,2014J,resource,,
814082,DDD,2014J,resource,,
814083,DDD,2014J,resource,,
814084,DDD,2014J,resource,,
814086,DDD,2014J,resource,,
814087,DDD,2014J,resource,,
814088,DDD,2014J,resource,,
814089,DDD,2014J,resource,,
814090,DDD,2014J,resource,,
814091,DDD,2014J,resource,,
814092,DDD,2014J,resource,,
814093,DDD,2014J,resource,,
814094,DDD,2014J,resource,,
814095,DDD,2014J,resource,,
814096,DDD,2014J,resource,,
814097,DDD,2014J,resource,,
814098,DDD,2014J,resource,,
814099,DDD,2014J,resource,,
814100,DDD,2014J,resource,,
814101,DDD,2014J,resource,,
814102,DDD,2014J,resource,,
814103,DDD,2014J,resource,,
814104,DDD,2014J,resource,,
814105,DDD,2014J,resource,,
814106,DDD,2014J,resource,,
814107,DDD,2014J,resource,,
814109,DDD,2014J,resource,,
814110,DDD,2014J,resource,,
814111,DDD,2014J,resource,,
814112,DDD,2014J,resource,,
814114,DDD,2014J,resource,,
814115,DDD,2014J,resource,,
814116,DDD,2014J,resource,,
814117,DDD,2014J,resource,,
814118,DDD,2014J,resource,,
814119,DDD,2014J,resource,,
814120,DDD,2014J,resource,,
814121,DDD,2014J,resource,,
814122,DDD,2014J,resource,,
814123,DDD,2014J,resource,,
814124,DDD,2014J,resource,,
814125,DDD,2014J,resource,,
814126,DDD,2014J,resource,,
814127,DDD,2014J,resource,,
814128,DDD,2014J,resource,,
814129,DDD,2014J,resource,,
814131,DDD,2014J,resource,,
814132,DDD,2014J,resource,,
814133,DDD,2014J,resource,,
814134,DDD,2014J,resource,,
814135,DDD,2014J,resource,,
814136,DDD,2014J,resource,,
814137,DDD,2014J,resource,,
814138,DDD,2014J,resource,,
814139,DDD,2014J,resource,,
814140,DDD,2014J,resource,,
814141,DDD,2014J,resource,,
814142,DDD,2014J,resource,,
814143,DDD,2014J,resource,,
814144,DDD,2014J,resource,,
814145,DDD,2014J,resource,,
814146,DDD,2014J,resource,,
814147,DDD,2014J,resource,,
814148,DDD,2014J,resource,,
814149,DDD,2014J,resource,,
814150,DDD,2014J,resource,,
814151,DDD,2014J,resource,,
814152,DDD,2014J,resource,,
814153,DDD,2014J,resource,,
814154,DDD,2014J,resource,,
814155,DDD,2014J,resource,,
814157,DDD,2014J,resource,,
814158,DDD,2014J,resource,,
814159,DDD,2014J,resource,,
814160,DDD,2014J,resource,,
814161,DDD,2014J,resource,,
814162,DDD,2014J,resource,,
814163,DDD,2014J,resource,,
814166,DDD,2014J,resource,,
814167,DDD,2014J,resource,,
814168,DDD,2014J,resource,,
814169,DDD,2014J,resource,,
814170,DDD,2014J,resource,,
814171,DDD,2014J,resource,,
814172,DDD,2014J,resource,,
814173,DDD,2014J,resource,,
814174,DDD,2014J,resource,,
814175,DDD,2014J,resource,,
814176,DDD,2014J,resource,,
814177,DDD,2014J,resource,,
814178,DDD,2014J,resource,,
814179,DDD,2014J,resource,,
814180,DDD,2014J,resource,,
814181,DDD,2014J,resource,,
814182,DDD,2014J,resource,,
814183,DDD,2014J,resource,,
814184,DDD,2014J,resource,,
814185,DDD,2014J,resource,,
814186,DDD,2014J,resource,,
814187,DDD,2014J,resource,,
814188,DDD,2014J,resource,,
814189,DDD,2014J,resource,,
814191,DDD,2014J,resource,,
814192,DDD,2014J,resource,,
814193,DDD,2014J,resource,,
814195,DDD,2014J,resource,,
814196,DDD,2014J,resource,,
814198,DDD,2014J,resource,,
814199,DDD,2014J,resource,,
814200,DDD,2014J,resource,,
814201,DDD,2014J,resource,,
814202,DDD,2014J,resource,,
814203,DDD,2014J,resource,,
814204,DDD,2014J,resource,,
814205,DDD,2014J,resource,,
814206,DDD,2014J,resource,,
814208,DDD,2014J,resource,,
814210,DDD,2014J,resource,,
814211,DDD,2014J,resource,,
814212,DDD,2014J,resource,,
814213,DDD,2014J,resource,,
814215,DDD,2014J,resource,,
814216,DDD,2014J,resource,,
814217,DDD,2014J,resource,,
814218,DDD,2014J,resource,,
814219,DDD,2014J,resource,,
814220,DDD,2014J,resource,,
814221,DDD,2014J,resource,,
814222,DDD,2014J,resource,,
814278,DDD,2014J,oucollaborate,,
814279,DDD,2014J,oucollaborate,,
814280,DDD,2014J,oucollaborate,,
814281,DDD,2014J,url,,
814282,DDD,2014J,url,,
814283,DDD,2014J,url,,
814284,DDD,2014J,url,,
814285,DDD,2014J,url,,
814286,DDD,2014J,url,,
814287,DDD,2014J,url,,
814288,DDD,2014J,url,,
814289,DDD,2014J,url,,
814290,DDD,2014J,url,,
814291,DDD,2014J,url,,
814292,DDD,2014J,url,,
814293,DDD,2014J,url,,
814294,DDD,2014J,url,,
814295,DDD,2014J,url,,
814296,DDD,2014J,url,,
814297,DDD,2014J,url,,
814298,DDD,2014J,url,,
814299,DDD,2014J,url,,
814300,DDD,2014J,url,,
814301,DDD,2014J,url,,
814302,DDD,2014J,url,,
814303,DDD,2014J,url,,
814304,DDD,2014J,url,,
814305,DDD,2014J,url,,
814306,DDD,2014J,url,,
814307,DDD,2014J,url,,
814308,DDD,2014J,url,,
814309,DDD,2014J,url,,
814310,DDD,2014J,url,,
814311,DDD,2014J,url,,
814312,DDD,2014J,url,,
814313,DDD,2014J,url,,
814314,DDD,2014J,url,,
814315,DDD,2014J,url,,
814316,DDD,2014J,url,,
814317,DDD,2014J,url,,
814318,DDD,2014J,url,,
814319,DDD,2014J,url,,
814320,DDD,2014J,url,,
814321,DDD,2014J,url,,
814322,DDD,2014J,url,,
814323,DDD,2014J,url,,
832565,EEE,2014J,homepage,,
832566,EEE,2014J,forumng,,
832567,EEE,2014J,forumng,,
832568,EEE,2014J,forumng,,
832569,EEE,2014J,forumng,,
832637,EEE,2014J,oucontent,24.0,24.0
832638,EEE,2014J,oucontent,25.0,25.0
832639,EEE,2014J,oucontent,,
832641,EEE,2014J,oucontent,,
832642,EEE,2014J,oucontent,,
832643,EEE,2014J,oucontent,,
832644,EEE,2014J,oucontent,,
832649,EEE,2014J,oucontent,,
832651,EEE,2014J,oucontent,,
832654,EEE,2014J,oucontent,1.0,1.0
832655,EEE,2014J,oucontent,,
832656,EEE,2014J,oucontent,,
832657,EEE,2014J,oucontent,1.0,1.0
832658,EEE,2014J,oucontent,2.0,2.0
832659,EEE,2014J,oucontent,3.0,3.0
832660,EEE,2014J,oucontent,4.0,4.0
832661,EEE,2014J,oucontent,5.0,5.0
832662,EEE,2014J,oucontent,6.0,6.0
832663,EEE,2014J,oucontent,10.0,10.0
832664,EEE,2014J,oucontent,8.0,8.0
832665,EEE,2014J,oucontent,7.0,7.0
832666,EEE,2014J,oucontent,9.0,9.0
832667,EEE,2014J,oucontent,28.0,28.0
832668,EEE,2014J,oucontent,1.0,1.0
832669,EEE,2014J,oucontent,,
832670,EEE,2014J,oucontent,11.0,11.0
832671,EEE,2014J,oucontent,12.0,12.0
832672,EEE,2014J,oucontent,13.0,13.0
832673,EEE,2014J,oucontent,16.0,16.0
832674,EEE,2014J,oucontent,,
832675,EEE,2014J,oucontent,,
832676,EEE,2014J,oucontent,,
832679,EEE,2014J,oucontent,15.0,15.0
832680,EEE,2014J,oucontent,18.0,18.0
832682,EEE,2014J,oucontent,20.0,20.0
832685,EEE,2014J,oucontent,,
832687,EEE,2014J,oucontent,,
832691,EEE,2014J,oucontent,,
832692,EEE,2014J,oucontent,,
832694,EEE,2014J,oucontent,21.0,21.0
832695,EEE,2014J,oucontent,19.0,19.0
832700,EEE,2014J,oucontent,27.0,27.0
832701,EEE,2014J,oucontent,23.0,23.0
832704,EEE,2014J,oucontent,26.0,26.0
832706,EEE,2014J,ouwiki,,
832708,EEE,2014J,page,,
832709,EEE,2014J,page,,
832711,EEE,2014J,page,,
832712,EEE,2014J,quiz,,
832713,EEE,2014J,quiz,,
832715,EEE,2014J,resource,,
832716,EEE,2014J,resource,,
832717,EEE,2014J,resource,,
832718,EEE,2014J,resource,,
832725,EEE,2014J,resource,,
832726,EEE,2014J,resource,,
832727,EEE,2014J,resource,,
832728,EEE,2014J,resource,,
832729,EEE,2014J,resource,,
832730,EEE,2014J,resource,,
832731,EEE,2014J,resource,,
832732,EEE,2014J,resource,,
832733,EEE,2014J,resource,,
832734,EEE,2014J,resource,,
832735,EEE,2014J,resource,,
832736,EEE,2014J,resource,,
832737,EEE,2014J,resource,,
832738,EEE,2014J,resource,,
832739,EEE,2014J,resource,,
832740,EEE,2014J,resource,,
832741,EEE,2014J,resource,,
832742,EEE,2014J,resource,,
832743,EEE,2014J,resource,,
832744,EEE,2014J,resource,,
832745,EEE,2014J,resource,,
832746,EEE,2014J,resource,,
832747,EEE,2014J,resource,,
832748,EEE,2014J,resource,,
832749,EEE,2014J,resource,,
832750,EEE,2014J,resource,,
832751,EEE,2014J,resource,,
832752,EEE,2014J,resource,,
832753,EEE,2014J,resource,,
832754,EEE,2014J,resource,,
832755,EEE,2014J,resource,,
832756,EEE,2014J,resource,,
832757,EEE,2014J,subpage,,
832758,EEE,2014J,subpage,,
832760,EEE,2014J,subpage,,
832761,EEE,2014J,subpage,,
832762,EEE,2014J,subpage,,
832763,EEE,2014J,subpage,,
832764,EEE,2014J,subpage,,
832775,EEE,2014J,oucollaborate,,
832776,EEE,2014J,oucollaborate,,
832777,EEE,2014J,url,,
832779,EEE,2014J,url,,
832780,EEE,2014J,url,,
832781,EEE,2014J,url,,
832782,EEE,2014J,url,,
832783,EEE,2014J,url,,
832784,EEE,2014J,dualpane,,
877011,AAA,2014J,forumng,,
877012,AAA,2014J,forumng,,
877015,AAA,2014J,forumng,,
877023,AAA,2014J,forumng,,
877025,AAA,2014J,forumng,,
877026,AAA,2014J,forumng,,
877028,AAA,2014J,glossary,,
877029,AAA,2014J,glossary,,
877030,AAA,2014J,homepage,,
877031,AAA,2014J,oucontent,,
877032,AAA,2014J,oucontent,,
877033,AAA,2014J,oucontent,,
877034,AAA,2014J,oucontent,,
877035,AAA,2014J,oucontent,,
877036,AAA,2014J,oucontent,,
877037,AAA,2014J,oucontent,,
877038,AAA,2014J,oucontent,,
877039,AAA,2014J,oucontent,,
877040,AAA,2014J,oucontent,2.0,2.0
877041,AAA,2014J,oucontent,,
877042,AAA,2014J,oucontent,,
877043,AAA,2014J,oucontent,,
877044,AAA,2014J,oucontent,1.0,1.0
877045,AAA,2014J,oucontent,1.0,1.0
877046,AAA,2014J,oucontent,,
877047,AAA,2014J,oucontent,,
877048,AAA,2014J,oucontent,,
877049,AAA,2014J,oucontent,,
877050,AAA,2014J,oucontent,,
877051,AAA,2014J,oucontent,,
877052,AAA,2014J,oucontent,,
877053,AAA,2014J,oucontent,,
877054,AAA,2014J,oucontent,,
877055,AAA,2014J,oucontent,,
877056,AAA,2014J,oucontent,,
877057,AAA,2014J,oucontent,,
877058,AAA,2014J,oucontent,,
877059,AAA,2014J,oucontent,,
877060,AAA,2014J,oucontent,,
877061,AAA,2014J,oucontent,,
877062,AAA,2014J,oucontent,,
877063,AAA,2014J,oucontent,,
877064,AAA,2014J,oucontent,,
877065,AAA,2014J,oucontent,,
877066,AAA,2014J,oucontent,,
877067,AAA,2014J,oucontent,,
877068,AAA,2014J,oucontent,,
877069,AAA,2014J,oucontent,,
877070,AAA,2014J,oucontent,,
877071,AAA,2014J,oucontent,,
877072,AAA,2014J,oucontent,,
877073,AAA,2014J,oucontent,,
877074,AAA,2014J,oucontent,,
877075,AAA,2014J,oucontent,,
877076,AAA,2014J,oucontent,,
877077,AAA,2014J,oucontent,,
877078,AAA,2014J,oucontent,,
877079,AAA,2014J,oucontent,,
877080,AAA,2014J,oucontent,,
877081,AAA,2014J,oucontent,,
877082,AAA,2014J,oucontent,,
877084,AAA,2014J,oucontent,,
877085,AAA,2014J,oucontent,,
877086,AAA,2014J,oucontent,,
877087,AAA,2014J,oucontent,,
877088,AAA,2014J,oucontent,,
877089,AAA,2014J,oucontent,,
877090,AAA,2014J,oucontent,,
877091,AAA,2014J,oucontent,,
877092,AAA,2014J,oucontent,,
877093,AAA,2014J,oucontent,,
877094,AAA,2014J,oucontent,,
877095,AAA,2014J,oucontent,,
877096,AAA,2014J,oucontent,,
877098,AAA,2014J,oucontent,,
877099,AAA,2014J,oucontent,,
877100,AAA,2014J,oucontent,,
877128,AAA,2014J,subpage,,
877129,AAA,2014J,subpage,,
877132,AAA,2014J,subpage,,
877133,AAA,2014J,subpage,,
877134,AAA,2014J,subpage,,
877135,AAA,2014J,subpage,,
877137,AAA,2014J,resource,,
877138,AAA,2014J,resource,,
877139,AAA,2014J,resource,,
877140,AAA,2014J,resource,,
877141,AAA,2014J,resource,,
877142,AAA,2014J,resource,,
877143,AAA,2014J,resource,,
877144,AAA,2014J,resource,,
877145,AAA,2014J,resource,,
877146,AAA,2014J,resource,,
877147,AAA,2014J,resource,,
877148,AAA,2014J,resource,,
877149,AAA,2014J,resource,,
877150,AAA,2014J,resource,,
877151,AAA,2014J,resource,,
877152,AAA,2014J,resource,,
877153,AAA,2014J,resource,,
877154,AAA,2014J,resource,,
877155,AAA,2014J,resource,,
877156,AAA,2014J,resource,,
877157,AAA,2014J,resource,,
877158,AAA,2014J,resource,,
877159,AAA,2014J,resource,,
877162,AAA,2014J,resource,,
877168,AAA,2014J,resource,,
877172,AAA,2014J,resource,,
877180,AAA,2014J,resource,,
877182,AAA,2014J,resource,,
877184,AAA,2014J,resource,,
877186,AAA,2014J,resource,,
877187,AAA,2014J,resource,,
877190,AAA,2014J,resource,,
877195,AAA,2014J,resource,,
877196,AAA,2014J,resource,,
877197,AAA,2014J,resource,,
877198,AAA,2014J,resource,,
877199,AAA,2014J,resource,,
877203,AAA,2014J,resource,,
877206,AAA,2014J,resource,,
877207,AAA,2014J,resource,,
877208,AAA,2014J,resource,,
877209,AAA,2014J,resource,,
877210,AAA,2014J,resource,,
877211,AAA,2014J,resource,,
877212,AAA,2014J,resource,,
877213,AAA,2014J,resource,,
877214,AAA,2014J,resource,,
877215,AAA,2014J,resource,,
877216,AAA,2014J,resource,,
877217,AAA,2014J,resource,,
877218,AAA,2014J,resource,,
877219,AAA,2014J,resource,,
877220,AAA,2014J,resource,,
877221,AAA,2014J,resource,,
877222,AAA,2014J,resource,,
877223,AAA,2014J,resource,,
877224,AAA,2014J,resource,,
877225,AAA,2014J,resource,,
877227,AAA,2014J,resource,,
877228,AAA,2014J,resource,,
877229,AAA,2014J,resource,,
877230,AAA,2014J,resource,,
877231,AAA,2014J,resource,,
877233,AAA,2014J,resource,,
877234,AAA,2014J,resource,,
877236,AAA,2014J,resource,,
877237,AAA,2014J,resource,,
877238,AAA,2014J,resource,,
877240,AAA,2014J,resource,,
877241,AAA,2014J,resource,,
877242,AAA,2014J,resource,,
877243,AAA,2014J,resource,,
877244,AAA,2014J,resource,,
877245,AAA,2014J,resource,,
877246,AAA,2014J,resource,,
877247,AAA,2014J,resource,,
877248,AAA,2014J,resource,,
877252,AAA,2014J,resource,,
877253,AAA,2014J,resource,,
877254,AAA,2014J,resource,,
877255,AAA,2014J,resource,,
877256,AAA,2014J,resource,,
877258,AAA,2014J,resource,,
877259,AAA,2014J,resource,,
877260,AAA,2014J,resource,,
877261,AAA,2014J,resource,,
877262,AAA,2014J,resource,,
877263,AAA,2014J,resource,,
877264,AAA,2014J,resource,,
877265,AAA,2014J,resource,,
877266,AAA,2014J,resource,,
877379,AAA,2014J,oucollaborate,,
877380,AAA,2014J,oucollaborate,,
877381,AAA,2014J,url,,
877383,AAA,2014J,url,,
877384,AAA,2014J,url,,
877385,AAA,2014J,url,,
877386,AAA,2014J,url,,
877387,AAA,2014J,url,,
877392,AAA,2014J,url,,
877393,AAA,2014J,url,,
877394,AAA,2014J,url,,
877395,AAA,2014J,url,,
877396,AAA,2014J,url,,
877397,AAA,2014J,url,,
877398,AAA,2014J,url,,
877399,AAA,2014J,url,,
877402,AAA,2014J,url,,
877403,AAA,2014J,url,,
877404,AAA,2014J,url,,
877420,AAA,2014J,dataplus,,
877421,AAA,2014J,dataplus,,
877422,AAA,2014J,dataplus,,
877423,AAA,2014J,dataplus,,
882537,FFF,2014J,homepage,,
882545,FFF,2014J,forumng,,
882547,FFF,2014J,forumng,,
882549,FFF,2014J,forumng,,
882550,FFF,2014J,forumng,,
882551,FFF,2014J,forumng,,
882552,FFF,2014J,glossary,,
882553,FFF,2014J,ouwiki,,
882554,FFF,2014J,ouwiki,,
882555,FFF,2014J,ouwiki,26.0,26.0
882556,FFF,2014J,ouwiki,,
882558,FFF,2014J,ouwiki,,
882559,FFF,2014J,ouwiki,19.0,19.0
882560,FFF,2014J,oucontent,8.0,8.0
882561,FFF,2014J,oucontent,9.0,9.0
882562,FFF,2014J,oucontent,9.0,9.0
882563,FFF,2014J,oucontent,11.0,11.0
882564,FFF,2014J,oucontent,10.0,10.0
882565,FFF,2014J,oucontent,23.0,23.0
882566,FFF,2014J,oucontent,9.0,9.0
882567,FFF,2014J,oucontent,27.0,27.0
882569,FFF,2014J,oucontent,8.0,8.0
882570,FFF,2014J,oucontent,16.0,16.0
882571,FFF,2014J,oucontent,26.0,26.0
882573,FFF,2014J,oucontent,3.0,3.0
882574,FFF,2014J,oucontent,,
882575,FFF,2014J,oucontent,22.0,22.0
882577,FFF,2014J,oucontent,5.0,5.0
882578,FFF,2014J,oucontent,26.0,26.0
882579,FFF,2014J,oucontent,27.0,27.0
882580,FFF,2014J,oucontent,,
882581,FFF,2014J,oucontent,7.0,7.0
882582,FFF,2014J,oucontent,16.0,16.0
882584,FFF,2014J,oucontent,21.0,21.0
882585,FFF,2014J,oucontent,,
882586,FFF,2014J,oucontent,28.0,28.0
882587,FFF,2014J,oucontent,29.0,29.0
882588,FFF,2014J,oucontent,29.0,29.0
882589,FFF,2014J,oucontent,29.0,29.0
882590,FFF,2014J,oucontent,15.0,15.0
882591,FFF,2014J,oucontent,29.0,29.0
882592,FFF,2014J,oucontent,12.0,12.0
882593,FFF,2014J,oucontent,29.0,29.0
882594,FFF,2014J,oucontent,29.0,29.0
882595,FFF,2014J,oucontent,29.0,29.0
882596,FFF,2014J,oucontent,13.0,13.0
882597,FFF,2014J,oucontent,29.0,29.0
882598,FFF,2014J,oucontent,15.0,15.0
882599,FFF,2014J,oucontent,29.0,29.0
882600,FFF,2014J,oucontent,14.0,14.0
882601,FFF,2014J,oucontent,16.0,16.0
882602,FFF,2014J,oucontent,2.0,2.0
882603,FFF,2014J,oucontent,16.0,16.0
882605,FFF,2014J,oucontent,21.0,21.0
882606,FFF,2014J,oucontent,11.0,11.0
882607,FFF,2014J,oucontent,,
882608,FFF,2014J,oucontent,19.0,19.0
882609,FFF,2014J,oucontent,,
882610,FFF,2014J,oucontent,8.0,8.0
882611,FFF,2014J,oucontent,20.0,20.0
882616,FFF,2014J,oucontent,,
882617,FFF,2014J,oucontent,,
882618,FFF,2014J,oucontent,,
882619,FFF,2014J,oucontent,,
882620,FFF,2014J,oucontent,24.0,24.0
882621,FFF,2014J,oucontent,8.0,8.0
882622,FFF,2014J,oucontent,28.0,28.0
882623,FFF,2014J,oucontent,,
882624,FFF,2014J,oucontent,16.0,16.0
882625,FFF,2014J,oucontent,11.0,11.0
882626,FFF,2014J,oucontent,,
882628,FFF,2014J,oucontent,22.0,22.0
882629,FFF,2014J,oucontent,18.0,18.0
882630,FFF,2014J,oucontent,15.0,15.0
882631,FFF,2014J,oucontent,15.0,15.0
882632,FFF,2014J,oucontent,9.0,9.0
882633,FFF,2014J,oucontent,1.0,1.0
882634,FFF,2014J,oucontent,27.0,27.0
882635,FFF,2014J,oucontent,27.0,27.0
882636,FFF,2014J,oucontent,26.0,26.0
882638,FFF,2014J,oucontent,,
882639,FFF,2014J,oucontent,,
882642,FFF,2014J,oucontent,,
882643,FFF,2014J,oucontent,,
882644,FFF,2014J,oucontent,,
882645,FFF,2014J,oucontent,9.0,9.0
882646,FFF,2014J,oucontent,8.0,8.0
882647,FFF,2014J,oucontent,9.0,9.0
882648,FFF,2014J,oucontent,9.0,9.0
882649,FFF,2014J,oucontent,9.0,9.0
882650,FFF,2014J,oucontent,11.0,11.0
882651,FFF,2014J,oucontent,11.0,11.0
882652,FFF,2014J,oucontent,15.0,15.0
882653,FFF,2014J,oucontent,,
882654,FFF,2014J,oucontent,,
882655,FFF,2014J,oucontent,15.0,15.0
882656,FFF,2014J,oucontent,11.0,11.0
882657,FFF,2014J,oucontent,15.0,15.0
882658,FFF,2014J,oucontent,9.0,9.0
882659,FFF,2014J,oucontent,11.0,11.0
882660,FFF,2014J,oucontent,11.0,11.0
882661,FFF,2014J,oucontent,10.0,10.0
882662,FFF,2014J,oucontent,8.0,8.0
882663,FFF,2014J,oucontent,1.0,1.0
882664,FFF,2014J,oucontent,13.0,13.0
882665,FFF,2014J,oucontent,1.0,1.0
882666,FFF,2014J,oucontent,15.0,15.0
882667,FFF,2014J,oucontent,11.0,11.0
882668,FFF,2014J,oucontent,10.0,10.0
882669,FFF,2014J,oucontent,1.0,1.0
882670,FFF,2014J,oucontent,2.0,2.0
882671,FFF,2014J,oucontent,11.0,11.0
882672,FFF,2014J,oucontent,8.0,8.0
882673,FFF,2014J,quiz,,
882674,FFF,2014J,quiz,,
882675,FFF,2014J,quiz,,
882676,FFF,2014J,quiz,,
882677,FFF,2014J,quiz,10.0,10.0
882678,FFF,2014J,quiz,10.0,10.0
882679,FFF,2014J,quiz,,
882680,FFF,2014J,quiz,10.0,10.0
882681,FFF,2014J,quiz,10.0,10.0
882682,FFF,2014J,quiz,,
882683,FFF,2014J,quiz,,
882684,FFF,2014J,page,12.0,12.0
882685,FFF,2014J,page,19.0,19.0
882686,FFF,2014J,page,28.0,28.0
882687,FFF,2014J,page,28.0,28.0
882688,FFF,2014J,page,28.0,28.0
882689,FFF,2014J,page,,
882699,FFF,2014J,page,,
882701,FFF,2014J,page,,
882703,FFF,2014J,page,,
882704,FFF,2014J,page,,
882705,FFF,2014J,page,12.0,12.0
882706,FFF,2014J,page,,
882707,FFF,2014J,page,1.0,1.0
882708,FFF,2014J,page,,
882709,FFF,2014J,page,12.0,12.0
882710,FFF,2014J,page,,
882711,FFF,2014J,questionnaire,19.0,19.0
882712,FFF,2014J,questionnaire,19.0,19.0
882713,FFF,2014J,questionnaire,19.0,19.0
882714,FFF,2014J,questionnaire,20.0,20.0
882715,FFF,2014J,questionnaire,23.0,23.0
882716,FFF,2014J,questionnaire,24.0,24.0
882717,FFF,2014J,questionnaire,24.0,24.0
882718,FFF,2014J,questionnaire,24.0,24.0
882719,FFF,2014J,questionnaire,28.0,28.0
882720,FFF,2014J,questionnaire,28.0,28.0
882721,FFF,2014J,questionnaire,20.0,20.0
882722,FFF,2014J,questionnaire,5.0,5.0
882723,FFF,2014J,questionnaire,5.0,5.0
882724,FFF,2014J,questionnaire,5.0,5.0
882892,FFF,2014J,resource,,
882894,FFF,2014J,resource,,
882896,FFF,2014J,resource,,
882899,FFF,2014J,resource,,
882900,FFF,2014J,resource,,
882902,FFF,2014J,resource,,
882903,FFF,2014J,resource,,
882904,FFF,2014J,resource,,
882905,FFF,2014J,resource,,
882907,FFF,2014J,resource,21.0,21.0
882911,FFF,2014J,resource,,
882912,FFF,2014J,resource,,
882913,FFF,2014J,resource,,
882914,FFF,2014J,resource,,
882915,FFF,2014J,resource,,
882916,FFF,2014J,resource,,
882917,FFF,2014J,resource,,
882919,FFF,2014J,resource,,
882920,FFF,2014J,resource,,
882921,FFF,2014J,resource,,
882922,FFF,2014J,resource,,
882923,FFF,2014J,resource,,
882924,FFF,2014J,resource,,
882925,FFF,2014J,resource,,
882926,FFF,2014J,resource,,
882931,FFF,2014J,resource,,
882932,FFF,2014J,resource,,
882935,FFF,2014J,resource,,
882936,FFF,2014J,resource,28.0,28.0
882937,FFF,2014J,resource,,
882940,FFF,2014J,resource,,
882941,FFF,2014J,resource,,
882942,FFF,2014J,resource,15.0,15.0
882943,FFF,2014J,resource,28.0,28.0
882945,FFF,2014J,resource,,
882946,FFF,2014J,resource,29.0,29.0
882947,FFF,2014J,resource,11.0,11.0
882948,FFF,2014J,resource,,
882949,FFF,2014J,resource,,
882951,FFF,2014J,resource,,
882952,FFF,2014J,resource,18.0,18.0
882953,FFF,2014J,resource,18.0,18.0
882955,FFF,2014J,resource,18.0,18.0
882956,FFF,2014J,resource,,
882959,FFF,2014J,resource,,
882966,FFF,2014J,resource,,
882969,FFF,2014J,resource,29.0,29.0
882970,FFF,2014J,resource,,
882971,FFF,2014J,resource,,
882974,FFF,2014J,resource,,
882975,FFF,2014J,resource,,
882976,FFF,2014J,resource,,
882979,FFF,2014J,resource,,
882980,FFF,2014J,resource,,
882981,FFF,2014J,resource,,
882982,FFF,2014J,resource,,
882983,FFF,2014J,resource,,
882984,FFF,2014J,resource,,
882985,FFF,2014J,resource,,
882986,FFF,2014J,resource,,
882987,FFF,2014J,resource,18.0,18.0
882988,FFF,2014J,resource,,
882989,FFF,2014J,resource,18.0,18.0
882990,FFF,2014J,resource,,
882992,FFF,2014J,resource,18.0,18.0
882993,FFF,2014J,resource,,
882995,FFF,2014J,resource,,
882996,FFF,2014J,resource,,
882998,FFF,2014J,resource,,
883000,FFF,2014J,resource,,
883002,FFF,2014J,resource,,
883016,FFF,2014J,resource,,
883017,FFF,2014J,resource,13.0,13.0
883018,FFF,2014J,resource,,
883023,FFF,2014J,resource,,
883024,FFF,2014J,resource,,
883025,FFF,2014J,resource,13.0,13.0
883026,FFF,2014J,resource,,
883027,FFF,2014J,resource,,
883029,FFF,2014J,resource,,
883036,FFF,2014J,subpage,,
883037,FFF,2014J,subpage,,
883038,FFF,2014J,subpage,,
883040,FFF,2014J,subpage,1.0,1.0
883041,FFF,2014J,subpage,2.0,2.0
883042,FFF,2014J,subpage,3.0,3.0
883043,FFF,2014J,subpage,4.0,4.0
883045,FFF,2014J,subpage,9.0,9.0
883046,FFF,2014J,subpage,18.0,18.0
883047,FFF,2014J,subpage,11.0,11.0
883048,FFF,2014J,subpage,14.0,14.0
883049,FFF,2014J,subpage,12.0,12.0
883050,FFF,2014J,subpage,13.0,13.0
883051,FFF,2014J,subpage,,
883053,FFF,2014J,subpage,20.0,20.0
883054,FFF,2014J,subpage,21.0,21.0
883055,FFF,2014J,subpage,,
883056,FFF,2014J,subpage,22.0,22.0
883057,FFF,2014J,subpage,23.0,23.0
883058,FFF,2014J,subpage,26.0,26.0
883059,FFF,2014J,subpage,29.0,29.0
883060,FFF,2014J,subpage,,
883061,FFF,2014J,subpage,,
883062,FFF,2014J,subpage,,
883063,FFF,2014J,subpage,,
883064,FFF,2014J,subpage,,
883065,FFF,2014J,subpage,,
883066,FFF,2014J,subpage,,
883067,FFF,2014J,subpage,,
883068,FFF,2014J,subpage,,
883069,FFF,2014J,subpage,,
883070,FFF,2014J,subpage,,
883071,FFF,2014J,subpage,,
883072,FFF,2014J,subpage,,
883073,FFF,2014J,subpage,19.0,19.0
883074,FFF,2014J,subpage,,
883075,FFF,2014J,subpage,,
883076,FFF,2014J,subpage,,
